ratio_id,category,sub_category,ratio_name_ko,ratio_name_en,formula_text,numerator_term_orig,numerator_item_code,numerator_item_name,numerator_statement_source,numerator_lag,numerator_is_average,numerator_is_growth,numerator_status,numerator_derived_formula,numerator_derived_components,denominator_term_orig,denominator_item_code,denominator_item_name,denominator_statement_source,denominator_lag,denominator_is_average,denominator_is_growth,denominator_status,denominator_derived_formula,denominator_derived_components,requires_lag,requires_average_denominator,requires_growth_base,unit_output,expected_good_direction,denominator_zero_policy,negative_denominator_policy,priority,availability_status,notes,duplicate_alias_of,duplicate_alias_type,duplicate_alias_reason,duplicate_alias_source,duplicate_alias_policy_note,stage3_exclude,formula_item_code_fingerprint,is_canonical_ratio,canonical_ratio_id
R141,유동성,단기지급능력/운전자본,영업운전자본/총자산,,(매출채권 + 재고자산 - 매입채무) / 총자산,영업운전자본,U01A111045400+U01A111038700+U01A811030700,영업운전자본,DERIVED,0,False,False,derivable,매출채권 + 재고자산 - 매입채무,매출채권|재고자산|매입채무,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 dummy,낮을수록 우량 가능,NaN,compute_with_flag,확장,available_derived,,,,,,,False,U01A111045400+U01A111038700+U01A811030700|U01A100000000|매출채권|재고자산|매입채무,True,R141
R143,활동성,회전율/운영효율,총자산회전율,,매출액 / 평균총자산,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,높을수록 우량,NaN,compute_with_flag,핵심,available_with_lag,,,,,,,False,U01B100000000|U01A100000000,True,R143
R145,활동성,회전율/운영효율,비유동자산회전율,,매출액 / 평균비유동자산,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균비유동자산,U01A110000000,비유동자산(IFRS)(천원)      비유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,높을수록 우량,NaN,compute_with_flag,확장,available_with_lag,,,,,,,False,U01B100000000|U01A110000000,True,R145
R146,활동성,회전율/운영효율,유동자산회전율,,매출액 / 평균유동자산,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균유동자산,U01A111038600,유동자산(IFRS)(천원)      유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,높을수록 우량,NaN,compute_with_flag,확장,available_with_lag,,,,,,,False,U01B100000000|U01A111038600,True,R146
R147,활동성,회전율/운영효율,자기자본회전율,,매출액 / 평균자기자본,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균자기자본,U01A600000000,자본(IFRS)(천원)   자본(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,높을수록 우량 가능,NaN,compute_with_flag,확장,available_with_lag,,,,,,,False,U01B100000000|U01A600000000,True,R147
R148,활동성,회전율/운영효율,타인자본회전율,,매출액 / 평균부채총계,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균부채총계,U01A800000000,부채(IFRS)(천원)   부채(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,높을수록 우량,NaN,compute_with_flag,핵심,available_with_lag,,,,,,,False,U01B100000000|U01A800000000,True,R148
R150,활동성,회전율/운영효율,운전자본회전율,,매출액 / 평균순운전자본,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균순운전자본,U01A111038600+U01A811026000,순운전자본,DERIVED,0,True,False,derivable,유동자산 - 유동부채,유동자산|유동부채,True,True,False,회 또는 일수,높을수록 우량 가능,NaN,compute_with_flag,확장,available_derived,,,,,,,False,U01B100000000|U01A111038600+U01A811026000|유동자산|유동부채,True,R150
R152,활동성,회전율/운영효율,재고자산회전율,,매출원가 / 평균재고자산,매출원가,U01B200000000,매출원가(IFRS)(천원)   매출원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균재고자산,U01A111038700,재고자산(IFRS)(천원)         재고자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,높을수록 우량,NaN,compute_with_flag,핵심,available_with_lag,,,,,,,False,U01B200000000|U01A111038700,True,R152
R153,활동성,회전율/운영효율,매출채권회전율,,매출액 / 평균매출채권,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균매출채권,U01A111045400,매출채권 및 기타유동채권(IFRS)(천원)         매출채권 및 기타유동채권(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,높을수록 우량,NaN,compute_with_flag,핵심,available_with_lag,,,,,,,False,U01B100000000|U01A111045400,True,R153
R154,활동성,회전율/운영효율,매입채무회전율,,매출원가 / 평균매입채무,매출원가,U01B200000000,매출원가(IFRS)(천원)   매출원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균매입채무,U01A811030700,매입채무 및 기타유동채무(IFRS)(천원)         매입채무 및 기타유동채무(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,상황별,NaN,compute_with_flag,확장,available_with_lag,,,,,,,False,U01B200000000|U01A811030700,True,R154
R155,활동성,회전율/운영효율,순영업운전자본회전율,,매출액 / 평균순영업운전자본,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균순영업운전자본,U01A111045400+U01A111038700+U01A811030700,순영업운전자본,DERIVED,0,True,False,derivable,매출채권 + 재고자산 - 매입채무,매출채권|재고자산|매입채무,True,True,False,회 또는 일수,높을수록 우량 가능,NaN,compute_with_flag,확장,available_derived,,,,,,,False,U01B100000000|U01A111045400+U01A111038700+U01A811030700|매출채권|재고자산|매입채무,True,R155
R156,활동성,회전율/운영효율,현금성자산회전율,,매출액 / 평균현금성자산,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균현금성자산,U01A111050000,현금및현금성자산(IFRS)(천원)         현금및현금성자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,상황별,NaN,compute_with_flag,확장,available_with_lag,,,,,,,False,U01B100000000|U01A111050000,True,R156
R157,활동성,회전율/운영효율,자본금회전율,,매출액 / 평균자본금,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,평균자본금,U01A611000000,자본금(IFRS)(천원)      자본금(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,True,True,False,회 또는 일수,상황별,NaN,compute_with_flag,확장,available_with_lag,,,,,,,False,U01B100000000|U01A611000000,True,R157
R158,활동성,회전율/운영효율,매출채권회전일수,,365 × 평균매출채권 / 매출액,평균매출채권 × 365,U01A111045400,매출채권 및 기타유동채권(IFRS)(천원)         매출채권 및 기타유동채권(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,True,False,False,회 또는 일수,낮을수록 우량,NaN,compute_with_flag,확장,available_with_lag,,,,,,,False,U01A111045400|U01B100000000,True,R158
R159,활동성,회전율/운영효율,재고자산회전일수,,365 × 평균재고자산 / 매출원가,평균재고자산 × 365,U01A111038700,재고자산(IFRS)(천원)         재고자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,매출원가,U01B200000000,매출원가(IFRS)(천원)   매출원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,True,False,False,회 또는 일수,낮을수록 우량,NaN,compute_with_flag,확장,available_with_lag,,,,,,,False,U01A111038700|U01B200000000,True,R159
R160,활동성,회전율/운영효율,매입채무회전일수,,365 × 평균매입채무 / 매출원가,평균매입채무 × 365,U01A811030700,매입채무 및 기타유동채무(IFRS)(천원)         매입채무 및 기타유동채무(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,매출원가,U01B200000000,매출원가(IFRS)(천원)   매출원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,True,False,False,회 또는 일수,상황별,NaN,compute_with_flag,확장,available_with_lag,,,,,,,False,U01A811030700|U01B200000000,True,R160
R163,활동성,회전율/운영효율,재고보유기간,,365 × 평균재고자산 / 매출원가,평균재고자산 × 365,U01A111038700,재고자산(IFRS)(천원)         재고자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,매출원가,U01B200000000,매출원가(IFRS)(천원)   매출원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,True,False,False,회 또는 일수,낮을수록 우량,NaN,compute_with_flag,확장,available_with_lag,,R159,exact_value_alias,재고보유기간 is identical to 재고자산회전일수.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01A111038700|U01B200000000,False,R159
R164,활동성,회전율/운영효율,매출채권회수기간,,365 × 평균매출채권 / 매출액,평균매출채권 × 365,U01A111045400,매출채권 및 기타유동채권(IFRS)(천원)         매출채권 및 기타유동채권(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,True,False,False,회 또는 일수,낮을수록 우량,NaN,compute_with_flag,확장,available_with_lag,,R158,exact_value_alias,매출채권회수기간 is identical to 매출채권회전일수.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01A111045400|U01B100000000,False,R158
R165,활동성,회전율/운영효율,매입채무지급기간,,365 × 평균매입채무 / 매출원가,평균매입채무 × 365,U01A811030700,매입채무 및 기타유동채무(IFRS)(천원)         매입채무 및 기타유동채무(IFRS)(천원)(IFRS)(천원),재무상태표,0,True,False,mapped,,,매출원가,U01B200000000,매출원가(IFRS)(천원)   매출원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,True,False,False,회 또는 일수,상황별,NaN,compute_with_flag,확장,available_with_lag,,R160,exact_value_alias,매입채무지급기간 is identical to 매입채무회전일수.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01A811030700|U01B200000000,False,R160
R169,성장성,성장률/성장품질,매출액증가율,,매출액_t / 매출액_t-1 - 1,매출액_t,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,매출액_t-1,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량 가능,NaN,NaN,핵심,available_with_lag,,,,,,,False,U01B100000000|U01B100000000,True,R169
R170,성장성,성장률/성장품질,매출총이익증가율,,매출총이익_t / 매출총이익_t-1 - 1,매출총이익_t,U01B201014400,매출총이익(손실)(IFRS)(천원)   매출총이익(손실)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,매출총이익_t-1,U01B201014400,매출총이익(손실)(IFRS)(천원)   매출총이익(손실)(IFRS)(천원)(IFRS)(천원),손익계산서,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_with_lag,,,,,,,False,U01B201014400|U01B201014400,True,R170
R171,성장성,성장률/성장품질,영업이익증가율,,영업이익_t / 영업이익_t-1 - 1,영업이익_t,U01B430000000,* (정상)영업손익(계산수치)(IFRS)(천원)   * (정상)영업손익(계산수치)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,영업이익_t-1,U01B430000000,* (정상)영업손익(계산수치)(IFRS)(천원)   * (정상)영업손익(계산수치)(IFRS)(천원)(IFRS)(천원),손익계산서,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,핵심,available_with_lag,,,,,,,False,U01B430000000|U01B430000000,True,R171
R172,성장성,성장률/성장품질,정상영업이익증가율,,정상영업이익_t / 정상영업이익_t-1 - 1,정상영업이익_t,U01B430000000,* (정상)영업손익(계산수치)(IFRS)(천원)   * (정상)영업손익(계산수치)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,정상영업이익_t-1,U01B430000000,* (정상)영업손익(계산수치)(IFRS)(천원)   * (정상)영업손익(계산수치)(IFRS)(천원)(IFRS)(천원),손익계산서,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_with_lag,,R171,exact_value_alias,정상영업이익증가율 maps to the same executable formula as 영업이익증가율.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01B430000000|U01B430000000,False,R171
R173,성장성,성장률/성장품질,EBIT증가율,,EBIT_t / EBIT_t-1 - 1,EBIT_t,U01B430000000,EBIT,DERIVED,0,False,False,derivable,영업이익,영업이익,EBIT_t-1,U01B430000000,EBIT,DERIVED,1,False,False,derivable,영업이익,영업이익,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_derived,,R171,exact_value_alias,EBIT증가율 maps to the same executable formula as 영업이익증가율.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01B430000000|U01B430000000|영업이익|영업이익,False,R171
R174,성장성,성장률/성장품질,EBITDA증가율,,EBITDA_t / EBITDA_t-1 - 1,EBITDA_t,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,EBITDA_t-1,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,1,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,핵심,available_derived,,,,,,,False,U01B430000000+U01B350014100+U01B350014300|U01B430000000+U01B350014100+U01B350014300|영업이익|감가상각비|무형자산상각비|영업이익|감가상각비|무형자산상각비,True,R174
R175,성장성,성장률/성장품질,세전이익증가율,,세전이익_t / 세전이익_t-1 - 1,세전이익_t,U01B700000000,법인세비용차감전순이익(손실)(IFRS)(천원)   법인세비용차감전순이익(손실)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,세전이익_t-1,U01B700000000,법인세비용차감전순이익(손실)(IFRS)(천원)   법인세비용차감전순이익(손실)(IFRS)(천원)(IFRS)(천원),손익계산서,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_with_lag,,,,,,,False,U01B700000000|U01B700000000,True,R175
R176,성장성,성장률/성장품질,순이익증가율,,당기순이익_t / 당기순이익_t-1 - 1,순이익_t,U01B840000000,당기순이익(손실)(IFRS)(천원)   당기순이익(손실)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,순이익_t-1,U01B840000000,당기순이익(손실)(IFRS)(천원)   당기순이익(손실)(IFRS)(천원)(IFRS)(천원),손익계산서,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_with_lag,,,,,,,False,U01B840000000|U01B840000000,True,R176
R177,성장성,성장률/성장품질,총포괄이익증가율,,총포괄이익_t / 총포괄이익_t-1 - 1,총포괄이익_t,U01B900000000,총포괄손익(IFRS)(천원)   총포괄손익(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,총포괄이익_t-1,U01B900000000,총포괄손익(IFRS)(천원)   총포괄손익(IFRS)(천원)(IFRS)(천원),손익계산서,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_with_lag,,,,,,,False,U01B900000000|U01B900000000,True,R177
R178,성장성,성장률/성장품질,OCF증가율,,OCF_t / OCF_t-1 - 1,OCF_t,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,OCF_t-1,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_with_lag,,,,,,,False,U01D100000000|U01D100000000,True,R178
R179,성장성,성장률/성장품질,FCF증가율,,FCF_t / FCF_t-1 - 1,FCF_t,U01D100000000+U01D206012400,FCF,DERIVED,0,False,False,derivable,영업활동현금흐름 - CAPEX,영업활동현금흐름|CAPEX_proxy,FCF_t-1,U01D100000000+U01D206012400,FCF,DERIVED,1,False,False,derivable,영업활동현금흐름 - CAPEX,영업활동현금흐름|CAPEX_proxy,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_derived,,,,,,,False,U01D100000000+U01D206012400|U01D100000000+U01D206012400|영업활동현금흐름|CAPEX_proxy|영업활동현금흐름|CAPEX_proxy,True,R179
R180,성장성,성장률/성장품질,총자산증가율,,총자산_t / 총자산_t-1 - 1,총자산_t,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,총자산_t-1,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량 가능,NaN,NaN,핵심,available_with_lag,,,,,,,False,U01A100000000|U01A100000000,True,R180
R181,성장성,성장률/성장품질,유동자산증가율,,유동자산_t / 유동자산_t-1 - 1,유동자산_t,U01A111038600,유동자산(IFRS)(천원)      유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,유동자산_t-1,U01A111038600,유동자산(IFRS)(천원)      유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,1,False,False,mapped,,,True,False,True,% 또는 차이,상황별,NaN,NaN,확장,available_with_lag,,,,,,,False,U01A111038600|U01A111038600,True,R181
R182,성장성,성장률/성장품질,비유동자산증가율,,비유동자산_t / 비유동자산_t-1 - 1,비유동자산_t,U01A110000000,비유동자산(IFRS)(천원)      비유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,비유동자산_t-1,U01A110000000,비유동자산(IFRS)(천원)      비유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,1,False,False,mapped,,,True,False,True,% 또는 차이,상황별,NaN,NaN,확장,available_with_lag,,,,,,,False,U01A110000000|U01A110000000,True,R182
R184,성장성,성장률/성장품질,자기자본증가율,,자기자본_t / 자기자본_t-1 - 1,자기자본_t,U01A600000000,자본(IFRS)(천원)   자본(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,자기자본_t-1,U01A600000000,자본(IFRS)(천원)   자본(IFRS)(천원)(IFRS)(천원),재무상태표,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,핵심,available_with_lag,,,,,,,False,U01A600000000|U01A600000000,True,R184
R185,성장성,성장률/성장품질,이익잉여금증가율,,이익잉여금_t / 이익잉여금_t-1 - 1,이익잉여금_t,U01A615000000,이익잉여금(결손금)(IFRS)(천원)      이익잉여금(결손금)(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,이익잉여금_t-1,U01A615000000,이익잉여금(결손금)(IFRS)(천원)      이익잉여금(결손금)(IFRS)(천원)(IFRS)(천원),재무상태표,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_with_lag,,R241,exact_value_alias,R185 and R241 are both 이익잉여금증가율 and value-identical in current Stage00_02 artifacts; keep R241 as current canonical selected growth variable.,duplicate audit / exact-value review,R185 weak-growth prior/floor policy must transfer to R241.,True,U01A615000000|U01A615000000,False,R241
R186,성장성,성장률/성장품질,총차입금증가율,,총차입금_t / 총차입금_t-1 - 1,총차입금_t,U01A811026700+U01A811012800+U01A811000000+U01A811027400,총차입금,DERIVED,0,False,False,derivable,단기차입금 + 장기차입금 + 사채 + 유동성장기부채,단기차입금|장기차입금|사채|유동성장기부채,총차입금_t-1,U01A811026700+U01A811012800+U01A811000000+U01A811027400,총차입금,DERIVED,1,False,False,derivable,단기차입금 + 장기차입금 + 사채 + 유동성장기부채,단기차입금|장기차입금|사채|유동성장기부채,True,False,True,% 또는 차이,낮을수록 우량 가능,NaN,NaN,확장,available_derived,,,,,,,False,U01A811026700+U01A811012800+U01A811000000+U01A811027400|U01A811026700+U01A811012800+U01A811000000+U01A811027400|단기차입금|장기차입금|사채|유동성장기부채|단기차입금|장기차입금|사채|유동성장기부채,True,R186
R187,성장성,성장률/성장품질,순차입금증가율,,순차입금_t / 순차입금_t-1 - 1,순차입금_t,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400,순차입금,DERIVED,0,False,False,derivable,총차입금 - 현금및현금성자산,단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,순차입금_t-1,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400,순차입금,DERIVED,1,False,False,derivable,총차입금 - 현금및현금성자산,단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,True,False,True,% 또는 차이,낮을수록 우량 가능,NaN,NaN,확장,available_derived,,,,,,,False,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400|U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400|단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채|단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,True,R187
