ratio_id,ratio_name,category,priority,n_total,n_valid,n_missing,missing_rate,n_zero_denom,zero_denom_rate,n_neg_denom,n_inf,inf_rate,p1,median,p99,min,max,std,same_value_rate,outlier_flag,nan_breakdown,quality_pass,fail_reasons,duplicate_alias_of,duplicate_alias_type,duplicate_alias_reason,stage3_exclude,selected_eligible
R122,유동부채/매출액,유동성,확장,4924,4398,526,0.1068,2,0.0004,49,0,0.0,0.0735,0.34,3.9449,0.0131,621.1793,9.5631,0.0002,False,zero_denom=2|neg_denom=49|data_missing=475,True,,,,,False,True
R123,유동자산/매출액,유동성,확장,4924,4398,526,0.1068,2,0.0004,49,0,0.0,0.1292,0.5933,5.7502,0.0238,138.866,4.3067,0.0002,False,zero_denom=2|neg_denom=49|data_missing=475,True,,,,,False,True
R124,현금성자산/총자산,유동성,확장,4924,4400,524,0.1064,0,0.0,0,0,0.0,0.0005,0.067,0.484,0.0,0.8177,0.1025,0.0002,False,data_missing=524,True,,,,,False,True
R125,현금성자산/매출액,유동성,확장,4924,4398,526,0.1068,2,0.0004,49,0,0.0,0.0005,0.0928,2.3423,0.0,91.4338,2.293,0.0002,False,zero_denom=2|neg_denom=49|data_missing=475,True,,,,,False,True
R126,현금성자산/총부채,유동성,확장,4924,4400,524,0.1064,0,0.0,0,0,0.0,0.0009,0.1919,4.7812,0.0,46.4267,1.4653,0.0002,False,data_missing=524,True,,,,,False,True
R127,현금성자산/유동부채,유동성,확장,4924,4400,524,0.1064,0,0.0,0,0,0.0,0.0013,0.2631,7.1702,0.0,3750.3342,56.5862,0.0002,False,data_missing=524,True,,R117,exact_value_alias,현금성자산/유동부채 is identical to 현금비율.,True,False
R128,현금성자산/단기금융부채,유동성,확장,4924,3453,1471,0.2987,1471,0.2987,0,0,0.0,0.0019,0.5308,524.4077,0.0,35451.2426,657.6727,0.0003,True,zero_denom=1471,False,zero_denom_high=29.9%,,,,False,False
R130,즉시가용유동성/단기금융부채,유동성,확장,4924,3453,1471,0.2987,1471,0.2987,0,0,0.0,0.0043,0.7333,897.267,0.0,176627.0554,3082.2135,0.0003,True,zero_denom=1471,False,zero_denom_high=29.9%,,,,False,False
R131,OCF/유동부채,유동성,핵심,4924,4400,524,0.1064,0,0.0,0,0,0.0,-1.2435,0.1504,3.0188,-24.4832,49.0817,1.3628,0.0002,False,data_missing=524,True,,R094,exact_value_alias,OCF/유동부채 duplicates the debt-service OCF/유동부채 ratio.,True,False
R132,OCF/단기금융부채,유동성,확장,4924,3453,1471,0.2987,1471,0.2987,0,0,0.0,-16.4919,0.2749,254.584,-805.7929,62278.8719,1069.9983,0.0003,True,zero_denom=1471,False,zero_denom_high=29.9%,,,,False,False
R133,FCF/유동부채,유동성,확장,4924,4400,524,0.1064,0,0.0,0,0,0.0,-2.2305,0.0436,2.299,-134.4258,43.0249,2.4241,0.0002,False,data_missing=524,True,,,,,False,True
R134,재고자산/유동자산,유동성,확장,4924,4400,524,0.1064,0,0.0,0,0,0.0,0.0,0.1657,0.6466,0.0,0.8376,0.1653,0.0932,False,data_missing=524,True,,,,,False,True
R135,매출채권/유동자산,유동성,확장,4924,4400,524,0.1064,0,0.0,0,0,0.0,0.0179,0.3186,0.8779,0.0,0.9654,0.2111,0.0002,False,data_missing=524,True,,,,,False,True
R136,매입채무/유동부채,유동성,확장,4924,4400,524,0.1064,0,0.0,0,0,0.0,0.0339,0.4316,0.9813,0.0,1.0,0.258,0.0014,False,data_missing=524,True,,,,,False,True
R137,재고자산/매출액,유동성,확장,4924,4398,526,0.1068,2,0.0004,49,0,0.0,0.0,0.0965,0.7689,0.0,3.9578,0.1832,0.0928,False,zero_denom=2|neg_denom=49|data_missing=475,True,,,,,False,True
R138,매출채권/매출액,유동성,확장,4924,4398,526,0.1068,2,0.0004,49,0,0.0,0.0171,0.1831,1.1787,0.0019,9.7705,0.2751,0.0002,False,zero_denom=2|neg_denom=49|data_missing=475,True,,,,,False,True
R139,매입채무/매출액,유동성,확장,4924,4398,526,0.1068,2,0.0004,49,0,0.0,0.024,0.1356,1.2049,0.002,17.7761,0.441,0.0002,False,zero_denom=2|neg_denom=49|data_missing=475,True,,,,,False,True
R140,순영업운전자본/매출액,유동성,확장,4924,4683,241,0.0489,2,0.0004,49,0,0.0,-0.4119,0.1412,1.009,-14.1897,6.2347,0.4144,0.0609,False,zero_denom=2|neg_denom=49|data_missing=190,True,,,,,False,True
R141,영업운전자본/총자산,유동성,확장,4924,4400,524,0.1064,0,0.0,0,0,0.0,-0.1946,0.1089,0.4895,-1.1607,0.8712,0.1406,0.0002,False,data_missing=524,True,,,,,False,True
R143,총자산회전율,활동성,핵심,4924,4316,608,0.1235,0,0.0,0,0,0.0,0.0372,0.7626,3.0365,0.0,10.3182,0.594,0.0002,False,data_missing=608,True,,,,,False,True
R145,비유동자산회전율,활동성,확장,4924,4316,608,0.1235,0,0.0,0,0,0.0,0.0445,1.5268,12.7636,0.0,162.5394,3.9549,0.0002,False,data_missing=608,True,,,,,False,True
R146,유동자산회전율,활동성,확장,4924,4316,608,0.1235,0,0.0,0,0,0.0,0.1673,1.6906,7.3356,0.0,16.8143,1.3997,0.0002,False,data_missing=608,True,,,,,False,True
R147,자기자본회전율,활동성,확장,4924,4316,608,0.1235,0,0.0,21,0,0.0,0.0268,1.2769,10.4208,-274.1358,389.1318,9.2259,0.0002,False,neg_denom=21|data_missing=587,True,,,,,False,True
R148,타인자본회전율,활동성,핵심,4924,4316,608,0.1235,0,0.0,0,0,0.0,0.1636,2.1217,10.4092,0.0,21.0811,2.1996,0.0002,False,data_missing=608,True,,,,,False,True
R150,운전자본회전율,활동성,확장,4924,4316,608,0.1235,0,0.0,991,0,0.0,-123.2553,2.2595,125.473,-69598.6754,4264.5096,1069.5486,0.0002,False,neg_denom=991,True,,,,,False,True
R152,재고자산회전율,활동성,핵심,4924,3956,968,0.1966,360,0.0731,0,0,0.0,0.0,7.1535,1122.6924,0.0,4194449.4085,66704.5268,0.0177,True,zero_denom=360|data_missing=608,False,zero_denom_high=7.3%,,,,False,False
R153,매출채권회전율,활동성,핵심,4924,4316,608,0.1235,0,0.0,0,0,0.0,0.7666,5.4567,47.7191,0.0,194.3363,9.9502,0.0002,False,data_missing=608,True,,,,,False,True
R154,매입채무회전율,활동성,확장,4924,4316,608,0.1235,0,0.0,0,0,0.0,0.0,5.5387,25.9205,0.0,154.3634,5.7681,0.0484,False,data_missing=608,True,,,,,False,True
R155,순영업운전자본회전율,활동성,확장,4924,4400,524,0.1064,524,0.1064,548,0,0.0,-150.8633,4.8434,245.5021,-6768.9057,28843.8127,500.4701,0.0005,False,zero_denom=524|neg_denom=548,False,zero_denom_high=10.6%,,,,False,False
R156,현금성자산회전율,활동성,확장,4924,4316,608,0.1235,0,0.0,0,0,0.0,0.3745,10.1506,848.2944,0.0,18575.5132,453.1948,0.0002,False,data_missing=608,True,,,,,False,True
R157,자본금회전율,활동성,확장,4924,4316,608,0.1235,0,0.0,0,0,0.0,0.309,12.0761,167.9127,0.0,1148.2122,53.2345,0.0002,False,data_missing=608,True,,,,,False,True
R158,매출채권회전일수,활동성,확장,4924,4315,609,0.1237,2,0.0004,49,0,0.0,0.021,0.1833,1.2762,0.0051,77.2391,1.6023,0.0002,False,zero_denom=2|neg_denom=49|data_missing=558,True,,,,,False,True
R159,재고자산회전일수,활동성,확장,4924,4107,817,0.1659,212,0.0431,0,0,0.0,0.0,0.1281,0.9957,0.0,189.7022,3.0109,0.0538,False,zero_denom=212|data_missing=605,True,,,,,False,True
R160,매입채무회전일수,활동성,확장,4924,4107,817,0.1659,212,0.0431,0,0,0.0,0.0382,0.1747,1.6938,0.0065,2348.5345,42.5971,0.0002,False,zero_denom=212|data_missing=605,True,,,,,False,True
R163,재고보유기간,활동성,확장,4924,4107,817,0.1659,212,0.0431,0,0,0.0,0.0,0.1281,0.9957,0.0,189.7022,3.0109,0.0538,False,zero_denom=212|data_missing=605,True,,R159,exact_value_alias,재고보유기간 is identical to 재고자산회전일수.,True,False
R164,매출채권회수기간,활동성,확장,4924,4315,609,0.1237,2,0.0004,49,0,0.0,0.021,0.1833,1.2762,0.0051,77.2391,1.6023,0.0002,False,zero_denom=2|neg_denom=49|data_missing=558,True,,R158,exact_value_alias,매출채권회수기간 is identical to 매출채권회전일수.,True,False
R165,매입채무지급기간,활동성,확장,4924,4107,817,0.1659,212,0.0431,0,0,0.0,0.0382,0.1747,1.6938,0.0065,2348.5345,42.5971,0.0002,False,zero_denom=212|data_missing=605,True,,R160,exact_value_alias,매입채무지급기간 is identical to 매입채무회전일수.,True,False
R169,매출액증가율,성장성,핵심,4924,4546,378,0.0768,1,0.0002,43,0,0.0,-0.7084,0.0411,2.0429,-1.9758,281.3941,4.5421,0.0002,False,zero_denom=1|neg_denom=43|data_missing=334,True,,,,,False,True
R170,매출총이익증가율,성장성,확장,4924,4185,739,0.1501,1,0.0002,130,0,0.0,-1.7033,0.0446,7.0123,-41.8246,612.2468,13.4434,0.0002,True,zero_denom=1|neg_denom=130|data_missing=608,True,,,,,False,True
R171,영업이익증가율,성장성,핵심,4924,3383,1541,0.313,0,0.0,933,0,0.0,-14.4575,-0.0617,10.0314,-182.1964,165.7904,8.1144,0.0003,True,neg_denom=933|data_missing=608,False,high_missing=31.3%,,,,False,False
R172,정상영업이익증가율,성장성,확장,4924,3383,1541,0.313,0,0.0,933,0,0.0,-14.4575,-0.0617,10.0314,-182.1964,165.7904,8.1144,0.0003,True,neg_denom=933|data_missing=608,False,high_missing=31.3%,R171,exact_value_alias,정상영업이익증가율 maps to the same executable formula as 영업이익증가율.,True,False
R173,EBIT증가율,성장성,확장,4924,3383,1541,0.313,0,0.0,933,0,0.0,-14.4575,-0.0617,10.0314,-182.1964,165.7904,8.1144,0.0003,True,neg_denom=933|data_missing=608,False,high_missing=31.3%,R171,exact_value_alias,EBIT증가율 maps to the same executable formula as 영업이익증가율.,True,False
R174,EBITDA증가율,성장성,핵심,4924,3467,1457,0.2959,1,0.0002,848,0,0.0,-8.2858,-0.0376,8.1745,-476.0328,136.3686,10.7595,0.0003,True,zero_denom=1|neg_denom=848|data_missing=608,True,,,,,False,True
R175,세전이익증가율,성장성,확장,4924,3154,1770,0.3595,0,0.0,1162,0,0.0,-19.6118,-0.0947,13.1371,-628.9769,1033.2692,25.9888,0.0003,True,neg_denom=1162|data_missing=608,False,high_missing=35.9%,,,,False,False
R176,순이익증가율,성장성,확장,4924,3154,1770,0.3595,0,0.0,1162,0,0.0,-19.5985,-0.0935,20.7944,-431.5794,2098.8173,42.0938,0.0003,True,neg_denom=1162|data_missing=608,False,high_missing=35.9%,,,,False,False
R177,총포괄이익증가율,성장성,확장,4924,3102,1822,0.37,11,0.0022,1203,0,0.0,-26.0966,-0.1254,21.5347,-1455.7715,807.8211,38.8274,0.0016,True,zero_denom=11|neg_denom=1203|data_missing=608,False,high_missing=37.0%,,,,False,False
R178,OCF증가율,성장성,확장,4924,3122,1802,0.366,0,0.0,1194,0,0.0,-10.7083,-0.198,30.237,-157.6927,5119.1853,94.7308,0.0003,True,neg_denom=1194|data_missing=608,False,high_missing=36.6%,,,,False,False
R179,FCF증가율,성장성,확장,4924,2434,2490,0.5057,0,0.0,1882,0,0.0,-30.5923,-0.4317,32.9419,-1065.6627,1285.4992,45.6015,0.0004,False,neg_denom=1882|data_missing=608,False,high_missing=50.6%,,,,False,False
R180,총자산증가율,성장성,핵심,4924,4316,608,0.1235,0,0.0,0,0,0.0,-0.4237,0.05,1.3205,-0.8777,10.751,0.3674,0.0002,False,data_missing=608,True,,,,,False,True
R181,유동자산증가율,성장성,확장,4924,4316,608,0.1235,0,0.0,0,0,0.0,-0.6688,0.0461,1.8954,-0.9961,25.0266,0.7129,0.0002,False,data_missing=608,True,,,,,False,True
R182,비유동자산증가율,성장성,확장,4924,4316,608,0.1235,0,0.0,0,0,0.0,-0.5117,0.0466,2.2424,-0.9448,158.9216,2.5605,0.0002,False,data_missing=608,True,,,,,False,True
R184,자기자본증가율,성장성,핵심,4924,4298,626,0.1271,0,0.0,18,0,0.0,-0.7692,0.053,2.2539,-6.7809,37.5505,0.8783,0.0002,False,neg_denom=18|data_missing=608,True,,,,,False,True
R185,이익잉여금증가율,성장성,확장,4924,3576,1348,0.2738,0,0.0,740,0,0.0,-4.2139,0.0695,4.246,-1804.3873,86.5703,30.8429,0.0003,False,neg_denom=740|data_missing=608,True,,R241,exact_value_alias,R185 and R241 are both 이익잉여금증가율 and value-identical in current Stage00_02 artifacts; keep R241 as current canonical selected growth variable.,True,False
R186,총차입금증가율,성장성,확장,4924,3518,1406,0.2855,1406,0.2855,0,0,0.0,-1.0,-0.0018,21.7357,-1.0,5041.8844,97.7068,0.0424,True,zero_denom=1406,False,zero_denom_high=28.6%,,,,False,False
R187,순차입금증가율,성장성,확장,4924,2513,2411,0.4896,608,0.1235,1803,0,0.0,-13.9533,-0.0335,14.1518,-322.2169,218.8199,11.1732,0.0004,True,zero_denom=608|neg_denom=1803,False,high_missing=49.0%|zero_denom_high=12.3%,,,,False,False
R188,CAPEX증가율,성장성,확장,4924,4282,642,0.1304,34,0.0069,0,0,0.0,-0.9897,-0.0141,38.3423,-1.0,2715.7191,44.6005,0.0058,True,zero_denom=34|data_missing=608,True,,,,,False,True
R196,매출-자산 성장괴리,성장성,확장,4924,2918,2006,0.4074,0,0.0,1398,0,0.0,-34.3689,-0.3708,61.3918,-1108.6448,3787.5848,94.091,0.0003,True,neg_denom=1398|data_missing=608,False,high_missing=40.7%,,,,False,False
R197,영업이익-매출 성장괴리,성장성,확장,4924,2034,2890,0.5869,0,0.0,1823,0,0.0,-314.4107,0.0501,179.1069,-9916.2766,3852.2086,283.9525,0.0005,True,neg_denom=1823|data_missing=1067,False,high_missing=58.7%,,,,False,False
R198,EBITDA-매출 성장괴리,성장성,확장,4924,2081,2843,0.5774,0,0.0,1823,0,0.0,-207.202,0.0685,156.7185,-2529.9628,8177.4519,215.7311,0.0005,True,neg_denom=1823|data_missing=1020,False,high_missing=57.7%,,,,False,False
R199,차입금-매출 성장괴리,성장성,확장,4924,2066,2858,0.5804,0,0.0,1823,0,0.0,-89.4835,-1.0,307.1047,-830.8873,9325.7707,371.9157,0.0407,True,neg_denom=1823|data_missing=1035,False,high_missing=58.0%,,,,False,False
R200,순차입금-EBITDA 성장괴리,성장성,확장,4924,920,4004,0.8132,0,0.0,1830,0,0.0,-93.5055,-1.1148,106.155,-1007.8795,569.7146,59.0689,0.0011,False,neg_denom=1830|data_missing=2174,False,high_missing=81.3%,,,,False,False
R201,자기자본-총자산 성장괴리,성장성,확장,4924,2909,2015,0.4092,0,0.0,1398,0,0.0,-10.9642,-0.1005,31.3625,-6252.6402,475.9397,126.6421,0.0003,True,neg_denom=1398|data_missing=617,False,high_missing=40.9%,,,,False,False
R202,OCF-매출 성장괴리,성장성,확장,4924,1881,3043,0.618,0,0.0,1823,0,0.0,-328.8039,-1.2751,538.0628,-4425.4518,7960.7202,362.7022,0.0005,True,neg_denom=1823|data_missing=1220,False,high_missing=61.8%,,,,False,False
R203,FCF-매출 성장괴리,성장성,확장,4924,1467,3457,0.7021,0,0.0,1823,0,0.0,-738.7076,-2.7688,706.1623,-91993.1405,206575.6814,6033.7787,0.0007,True,neg_denom=1823|data_missing=1634,False,high_missing=70.2%,,,,False,False
R204,투자부담률,성장성,확장,4924,4398,526,0.1068,2,0.0004,49,0,0.0,0.0,0.0224,0.5708,0.0,28.3948,0.7193,0.0091,False,zero_denom=2|neg_denom=49|data_missing=475,True,,,,,False,True
R205,CAPEX/감가상각비,성장성,확장,4924,4309,615,0.1249,91,0.0185,0,0,0.0,0.0063,5.4614,279.6578,0.0,5686.9329,121.3988,0.0091,False,zero_denom=91|data_missing=524,True,,,,,False,True
R210,Altman 운전자본/총자산,기타/복합,확장,4924,4400,524,0.1064,0,0.0,0,0,0.0,-0.4446,0.1715,0.7567,-6.0339,1.0,0.2736,0.0002,False,data_missing=524,True,,R076,exact_value_alias,Altman 운전자본/총자산 is identical to 순운전자본/총자산.,True,False
R211,Altman 이익잉여금/총자산,기타/복합,확장,4924,4400,524,0.1064,0,0.0,0,0,0.0,-1.8083,0.2772,0.9708,-46.3839,6.0568,0.9457,0.0002,False,data_missing=524,True,,R064,exact_value_alias,Altman 이익잉여금/총자산 is identical to 이익잉여금/총자산.,True,False
R212,Altman EBIT/총자산,기타/복합,확장,4924,4400,524,0.1064,0,0.0,0,0,0.0,-0.2469,0.0314,0.2112,-1.3239,0.5604,0.0887,0.0002,False,data_missing=524,True,,,,,False,True
R213,Altman 매출액/총자산,기타/복합,확장,4924,4400,524,0.1064,0,0.0,0,0,0.0,0.0376,0.7427,2.9246,0.0,8.9479,0.5762,0.0005,False,data_missing=524,True,,,,,False,True
R214,OCF/총자산,기타/복합,확장,4924,4400,524,0.1064,0,0.0,0,0,0.0,-0.2402,0.0421,0.2643,-1.1092,0.6071,0.096,0.0002,False,data_missing=524,True,,,,,False,True
R215,FCF/총자산,기타/복합,확장,4924,4400,524,0.1064,0,0.0,0,0,0.0,-0.3014,0.0123,0.2369,-1.6808,0.4729,0.1034,0.0002,False,data_missing=524,True,,,,,False,True
R216,OCF/매출액,기타/복합,확장,4924,4398,526,0.1068,2,0.0004,49,0,0.0,-1.0409,0.054,0.5776,-122.619,63.5818,2.2051,0.0002,False,zero_denom=2|neg_denom=49|data_missing=475,True,,R010,exact_value_alias,OCF/매출액 is identical to 영업현금흐름마진.,True,False
R217,FCF/매출액,기타/복합,확장,4924,4398,526,0.1068,2,0.0004,49,0,0.0,-1.4376,0.0155,0.5184,-123.045,35.187,2.2032,0.0002,False,zero_denom=2|neg_denom=49|data_missing=475,True,,,,,False,True
R218,CAPEX/OCF,기타/복합,확장,4924,4400,524,0.1064,0,0.0,1223,0,0.0,-15.693,0.1238,11.0386,-1032.261,2857.5376,51.4083,0.0093,False,neg_denom=1223,True,,,,,False,True
R219,CAPEX/EBITDA,기타/복합,확장,4924,4399,525,0.1066,1,0.0002,943,0,0.0,-10.3145,0.2073,10.4151,-159.0243,490.0507,9.3512,0.0093,False,zero_denom=1|neg_denom=943,True,,,,,False,True
R220,OCF/순이익 비율,CF_품질,확장,4924,4400,524,0.1064,0,0.0,1268,0,0.0,-24.609,0.8548,23.0474,-1163.9645,181.8967,20.9114,0.0002,False,neg_denom=1268,True,,,,,False,True
R221,OCF마진,CF_품질,확장,4924,4398,526,0.1068,2,0.0004,49,0,0.0,-1.0409,0.054,0.5776,-122.619,63.5818,2.2051,0.0002,False,zero_denom=2|neg_denom=49|data_missing=475,True,,,,,False,True
R225,OCF이자보상배율,CF_품질,확장,4924,4316,608,0.1235,84,0.0171,1,0,0.0,-77.2181,2.548,1303.098,-737754.0,1308659.5,23140.4074,0.0002,True,zero_denom=84|neg_denom=1|data_missing=523,True,,,,,False,True
R226,이익잉여금/총자산,자본효율성,확장,4924,4400,524,0.1064,0,0.0,0,0,0.0,-1.8083,0.2772,0.9708,-46.3839,6.0568,0.9457,0.0002,False,data_missing=524,True,,,,,False,True
R227,이익잉여금/자본,자본효율성,확장,4924,4400,524,0.1064,0,0.0,28,0,0.0,-5.105,0.5098,1.6454,-299.6784,187.9277,6.4251,0.0002,False,neg_denom=28|data_missing=496,True,,,,,False,True
R228,OCF/총자산(평균),자본효율성,확장,4924,4400,524,0.1064,0,0.0,0,0,0.0,-0.2402,0.0421,0.2643,-1.1092,0.6071,0.096,0.0002,False,data_missing=524,True,,,,,False,True
R236,매입채무회전율,활동성,확장,4924,4398,526,0.1068,2,0.0004,0,0,0.0,0.0,5.5459,28.0602,0.0,479.3669,10.0817,0.0477,False,zero_denom=2|data_missing=524,True,,,,,False,True
R237,매출채권회전율,활동성,확장,4924,4399,525,0.1066,1,0.0002,0,0,0.0,0.831,5.4596,58.5885,0.0,532.0146,16.3061,0.0002,False,zero_denom=1|data_missing=524,True,,,,,False,True
R238,재고자산회전율,활동성,확장,4924,3990,934,0.1897,410,0.0833,0,0,0.0,0.0,7.1316,1143.0923,0.0,2300273.9296,36419.847,0.015,True,zero_denom=410|data_missing=524,False,zero_denom_high=8.3%,,,,False,False
R239,OCF성장률,성장성,확장,4924,3177,1747,0.3548,0,0.0,1223,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,False,neg_denom=1223|data_missing=524,False,high_missing=35.5%|low_variance=100.0%,,,,False,False
R240,총자산성장률,성장성,확장,4924,4400,524,0.1064,0,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,False,data_missing=524,False,low_variance=100.0%,,,,False,False
R241,이익잉여금증가율,성장성,확장,4924,3608,1316,0.2673,1,0.0002,791,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,zero_denom=1|neg_denom=791|data_missing=524,False,low_variance=100.0%,,,,False,False
